Supplier ID,Supplier Name,Material Type,Location,Rating,Supply Capacity (tons/month),Average Delivery Time (days),Cost per unit (INR)
SPLR1363,Supplier_363,Wood,Kolkata,3.6,539,13,1990.68
SPLR1364,Supplier_364,Electrical Wiring,Mumbai,2.8,708,25,4006.83
SPLR1365,Supplier_365,Sand,Lucknow,4.7,93,22,3994.48
SPLR1366,Supplier_366,Bricks,Ahmedabad,4.5,60,30,3659.48
SPLR1367,Supplier_367,Glass,Kolkata,2.8,443,9,4609.71
SPLR1368,Supplier_368,Plumbing Pipes,Kolkata,4.1,971,11,771.93
SPLR1369,Supplier_369,Electrical Wiring,Hyderabad,2.9,94,20,2132.81
SPLR1370,Supplier_370,Bricks,Pune,4.4,563,11,4327.31
SPLR1371,Supplier_371,Steel,Hyderabad,3.9,482,10,2140.78
SPLR1372,Supplier_372,Bricks,Chennai,4.4,721,29,3268.21
SPLR1373,Supplier_373,Electrical Wiring,Lucknow,2.8,722,7,4479.41
SPLR1374,Supplier_374,Wood,Kolkata,4.2,627,28,2457.37
SPLR1375,Supplier_375,Concrete,Lucknow,4.1,85,21,3024.45
SPLR1376,Supplier_376,Glass,Chennai,3.5,947,20,4576.42
SPLR1377,Supplier_377,Plumbing Pipes,Ahmedabad,3.0,775,26,4839.74
SPLR1378,Supplier_378,Electrical Wiring,Kolkata,3.1,400,23,2232.59
SPLR1379,Supplier_379,Tiles,Pune,2.7,509,4,3888.91
SPLR1380,Supplier_380,Steel,Pune,4.6,862,28,1059.39
SPLR1381,Supplier_381,Glass,Ahmedabad,5.0,224,30,1547.92
SPLR1382,Supplier_382,Wood,Kolkata,4.6,699,1,2234.55
SPLR1383,Supplier_383,Bricks,Pune,4.2,969,15,2417.94
SPLR1384,Supplier_384,Tiles,Lucknow,4.5,596,17,844.76
SPLR1385,Supplier_385,Sand,Mumbai,4.1,375,11,3399.75
SPLR1386,Supplier_386,Steel,Mumbai,4.1,386,3,3999.72
SPLR1387,Supplier_387,Cement,Kolkata,3.8,357,28,1569.23
SPLR1388,Supplier_388,Bricks,Mumbai,4.7,983,12,3883.39
SPLR1389,Supplier_389,Bricks,Mumbai,4.6,991,19,2900.47
SPLR1390,Supplier_390,Tiles,Lucknow,4.6,764,27,2431.98
SPLR1391,Supplier_391,Concrete,Pune,3.9,701,6,2874.93
SPLR1392,Supplier_392,Sand,Mumbai,4.7,304,25,3513.42
SPLR1393,Supplier_393,Electrical Wiring,Lucknow,4.7,187,28,4238.18
SPLR1394,Supplier_394,Plumbing Pipes,Chennai,3.0,118,23,4593.7
SPLR1395,Supplier_395,Wood,Mumbai,4.5,816,30,3870.66
SPLR1396,Supplier_396,Sand,Jaipur,4.1,696,1,2894.79
SPLR1397,Supplier_397,Tiles,Mumbai,2.9,421,4,4706.23
SPLR1398,Supplier_398,Steel,Bangalore,5.0,218,11,696.41
SPLR1399,Supplier_399,Glass,Delhi,4.2,666,15,2243.9
SPLR1400,Supplier_400,Bricks,Jaipur,3.4,264,23,2755.06
SPLR1401,Supplier_401,Concrete,Delhi,2.7,503,12,4708.97
SPLR1402,Supplier_402,Sand,Ahmedabad,4.7,139,8,4241.41
SPLR1403,Supplier_403,Wood,Delhi,3.4,375,18,4188.8
SPLR1404,Supplier_404,Tiles,Ahmedabad,3.8,452,26,4241.84
SPLR1405,Supplier_405,Sand,Pune,3.3,86,23,3614.48
SPLR1406,Supplier_406,Cement,Ahmedabad,4.4,959,23,1652.15
SPLR1407,Supplier_407,Plumbing Pipes,Hyderabad,3.8,104,20,983.5
SPLR1408,Supplier_408,Bricks,Delhi,3.5,826,28,1150.69
SPLR1409,Supplier_409,Wood,Pune,3.8,969,23,3676.17
SPLR1410,Supplier_410,Tiles,Mumbai,3.1,707,25,890.34
SPLR1411,Supplier_411,Plumbing Pipes,Bangalore,4.0,880,5,2399.28
SPLR1412,Supplier_412,Glass,Pune,4.5,120,14,2069.17
SPLR1413,Supplier_413,Glass,Bangalore,2.7,167,1,2363.15
SPLR1414,Supplier_414,Electrical Wiring,Ahmedabad,3.8,498,29,4236.16
SPLR1415,Supplier_415,Plumbing Pipes,Mumbai,4.7,219,19,653.19
SPLR1416,Supplier_416,Concrete,Lucknow,3.2,776,15,4419.89
SPLR1417,Supplier_417,Electrical Wiring,Mumbai,2.8,385,25,4057.18
SPLR1418,Supplier_418,Tiles,Delhi,4.2,932,22,4988.87
SPLR1419,Supplier_419,Steel,Pune,4.0,455,30,1183.99
SPLR1420,Supplier_420,Wood,Delhi,4.8,798,11,2180.34
SPLR1421,Supplier_421,Electrical Wiring,Ahmedabad,2.8,647,4,720.96
SPLR1422,Supplier_422,Glass,Mumbai,4.8,457,29,3356.55
SPLR1423,Supplier_423,Plumbing Pipes,Kolkata,2.7,925,21,4995.47
SPLR1424,Supplier_424,Electrical Wiring,Jaipur,3.9,834,6,4530.58
SPLR1425,Supplier_425,Electrical Wiring,Kolkata,2.5,601,19,3076.3
SPLR1426,Supplier_426,Bricks,Chennai,5.0,358,11,1045.12
SPLR1427,Supplier_427,Plumbing Pipes,Bangalore,2.6,390,6,4563.11
SPLR1428,Supplier_428,Glass,Mumbai,4.5,82,14,1603.54
SPLR1429,Supplier_429,Bricks,Delhi,4.6,152,18,4547.47
SPLR1430,Supplier_430,Sand,Pune,4.4,374,7,1786.8
SPLR1431,Supplier_431,Glass,Mumbai,4.3,760,19,3843.16
SPLR1432,Supplier_432,Glass,Pune,4.8,115,30,3727.98
SPLR1433,Supplier_433,Plumbing Pipes,Mumbai,4.4,973,6,3174.08
SPLR1434,Supplier_434,Wood,Ahmedabad,4.7,117,22,2751.27
SPLR1435,Supplier_435,Electrical Wiring,Mumbai,3.2,582,28,4939.8
SPLR1436,Supplier_436,Steel,Chennai,4.8,684,22,4347.04
SPLR1437,Supplier_437,Tiles,Jaipur,5.0,763,30,1902.25
SPLR1438,Supplier_438,Steel,Hyderabad,3.3,976,21,4986.54
SPLR1439,Supplier_439,Plumbing Pipes,Jaipur,3.9,379,2,4840.5
SPLR1440,Supplier_440,Glass,Chennai,4.3,918,6,1264.86
SPLR1441,Supplier_441,Bricks,Jaipur,4.6,635,13,2184.95
SPLR1442,Supplier_442,Steel,Lucknow,3.5,986,11,3271.78
SPLR1443,Supplier_443,Electrical Wiring,Chennai,2.6,615,19,1120.76
SPLR1444,Supplier_444,Steel,Ahmedabad,3.8,86,23,824.15
SPLR1445,Supplier_445,Electrical Wiring,Lucknow,3.6,135,21,2457.94
SPLR1446,Supplier_446,Plumbing Pipes,Bangalore,3.1,259,15,1434.54
SPLR1447,Supplier_447,Glass,Jaipur,3.3,713,6,1736.66
SPLR1448,Supplier_448,Wood,Kolkata,3.9,230,23,3257.58
SPLR1449,Supplier_449,Concrete,Mumbai,3.9,626,17,2003.14
SPLR1450,Supplier_450,Concrete,Hyderabad,3.8,963,21,763.15
SPLR1451,Supplier_451,Steel,Pune,4.1,826,2,2905.37
SPLR1452,Supplier_452,Wood,Bangalore,4.4,616,11,1840.99
SPLR1453,Supplier_453,Plumbing Pipes,Mumbai,3.2,570,15,2374.83
SPLR1454,Supplier_454,Wood,Lucknow,4.0,64,22,3548.6
SPLR1455,Supplier_455,Plumbing Pipes,Pune,3.0,487,15,643.62
SPLR1456,Supplier_456,Bricks,Pune,3.8,736,23,2750.22
SPLR1457,Supplier_457,Sand,Chennai,4.0,114,23,622.21
SPLR1458,Supplier_458,Steel,Delhi,2.6,96,2,1970.55
SPLR1459,Supplier_459,Bricks,Mumbai,4.2,536,27,2444.74
SPLR1460,Supplier_460,Sand,Jaipur,3.9,248,10,1591.32
SPLR1461,Supplier_461,Plumbing Pipes,Kolkata,4.9,260,15,1369.61
SPLR1462,Supplier_462,Sand,Jaipur,3.6,217,3,1539.83
SPLR1463,Supplier_463,Wood,Lucknow,4.1,450,12,2427.47
SPLR1464,Supplier_464,Steel,Jaipur,4.9,416,6,2037.44
SPLR1465,Supplier_465,Concrete,Hyderabad,4.2,364,19,3041.27
SPLR1466,Supplier_466,Glass,Hyderabad,3.2,216,8,4133.96
SPLR1467,Supplier_467,Wood,Jaipur,4.2,149,27,3182.44
SPLR1468,Supplier_468,Bricks,Delhi,4.6,320,11,1683.74
SPLR1469,Supplier_469,Wood,Ahmedabad,3.1,280,11,2094.07
SPLR1470,Supplier_470,Steel,Mumbai,3.8,153,19,2482.09
SPLR1471,Supplier_471,Sand,Jaipur,3.7,447,8,3916.48
SPLR1472,Supplier_472,Sand,Hyderabad,3.9,286,1,1468.55
SPLR1473,Supplier_473,Steel,Pune,4.4,79,20,4285.65
SPLR1474,Supplier_474,Sand,Delhi,4.8,995,17,4584.31
SPLR1475,Supplier_475,Glass,Mumbai,4.2,354,10,1632.59
SPLR1476,Supplier_476,Wood,Ahmedabad,4.9,543,2,4021.68
SPLR1477,Supplier_477,Plumbing Pipes,Bangalore,4.7,925,20,854.54
SPLR1478,Supplier_478,Wood,Ahmedabad,2.7,283,7,660.7
SPLR1479,Supplier_479,Steel,Bangalore,3.6,417,10,4627.93
SPLR1480,Supplier_480,Concrete,Hyderabad,3.2,932,19,4408.75
SPLR1481,Supplier_481,Steel,Kolkata,2.6,130,5,2119.94
SPLR1482,Supplier_482,Plumbing Pipes,Ahmedabad,4.3,872,20,3017.82
SPLR1483,Supplier_483,Steel,Chennai,2.9,59,6,1547.28
SPLR1484,Supplier_484,Wood,Jaipur,3.9,566,17,3980.26
SPLR1485,Supplier_485,Cement,Jaipur,3.9,574,16,921.07
SPLR1486,Supplier_486,Concrete,Mumbai,2.8,173,23,1536.81
SPLR1487,Supplier_487,Concrete,Kolkata,4.9,739,8,4058.72
SPLR1488,Supplier_488,Cement,Mumbai,3.3,633,21,4790.21
SPLR1489,Supplier_489,Steel,Pune,4.0,348,8,3836.35
SPLR1490,Supplier_490,Tiles,Chennai,4.3,376,12,4183.1
SPLR1491,Supplier_491,Steel,Mumbai,3.2,579,25,3165.35
SPLR1492,Supplier_492,Sand,Mumbai,4.5,277,9,4329.59
SPLR1493,Supplier_493,Wood,Chennai,2.9,144,23,558.3
SPLR1494,Supplier_494,Cement,Bangalore,2.9,734,12,2307.38
SPLR1495,Supplier_495,Glass,Ahmedabad,2.9,469,30,1524.75
SPLR1496,Supplier_496,Sand,Hyderabad,2.9,390,26,1796.01
SPLR1497,Supplier_497,Cement,Hyderabad,3.1,595,25,1564.91
SPLR1498,Supplier_498,Wood,Hyderabad,4.3,843,2,634.56
SPLR1499,Supplier_499,Bricks,Ahmedabad,3.9,870,30,4503.02
SPLR1500,Supplier_500,Wood,Chennai,2.9,611,26,4821.82
SPLR1501,Supplier_501,Electrical Wiring,Mumbai,4.4,844,14,4137.88
SPLR1502,Supplier_502,Cement,Jaipur,3.7,532,10,4676.5
SPLR1503,Supplier_503,Bricks,Ahmedabad,3.1,850,5,3971.17
SPLR1504,Supplier_504,Electrical Wiring,Chennai,3.6,944,21,2006.84
SPLR1505,Supplier_505,Electrical Wiring,Ahmedabad,2.7,795,21,4502.68
SPLR1506,Supplier_506,Wood,Pune,4.4,472,28,3879.96
SPLR1507,Supplier_507,Sand,Jaipur,2.8,978,1,1414.49
SPLR1508,Supplier_508,Plumbing Pipes,Jaipur,3.4,629,4,2465.99
SPLR1509,Supplier_509,Plumbing Pipes,Pune,3.8,840,6,3375.38
SPLR1510,Supplier_510,Concrete,Pune,3.5,944,4,4811.25
SPLR1511,Supplier_511,Wood,Pune,4.8,294,12,2107.74
SPLR1512,Supplier_512,Cement,Ahmedabad,3.4,236,24,4070.98
SPLR1513,Supplier_513,Wood,Jaipur,3.0,745,6,1816.57
SPLR1514,Supplier_514,Bricks,Hyderabad,4.8,506,18,4563.57
SPLR1515,Supplier_515,Cement,Lucknow,3.9,885,9,882.03
SPLR1516,Supplier_516,Sand,Chennai,3.0,866,23,1785.85
SPLR1517,Supplier_517,Concrete,Pune,4.3,780,4,1285.53
SPLR1518,Supplier_518,Tiles,Bangalore,3.0,140,21,1010.56
SPLR1519,Supplier_519,Cement,Lucknow,2.7,130,3,1820.16
SPLR1520,Supplier_520,Glass,Kolkata,5.0,50,5,3209.14
SPLR1521,Supplier_521,Steel,Kolkata,4.0,385,6,2408.09
SPLR1522,Supplier_522,Steel,Jaipur,4.8,535,29,3352.6
SPLR1523,Supplier_523,Glass,Delhi,3.5,596,14,4004.77
SPLR1524,Supplier_524,Sand,Bangalore,4.2,979,11,4431.41
SPLR1525,Supplier_525,Sand,Lucknow,3.3,395,9,2313.94
SPLR1526,Supplier_526,Plumbing Pipes,Hyderabad,3.2,549,26,4335.84
SPLR1527,Supplier_527,Tiles,Ahmedabad,3.4,160,26,725.69
SPLR1528,Supplier_528,Glass,Jaipur,4.2,830,3,2902.71
SPLR1529,Supplier_529,Steel,Mumbai,4.6,452,15,2121.46
SPLR1530,Supplier_530,Wood,Mumbai,4.0,760,6,4369.36
SPLR1531,Supplier_531,Sand,Mumbai,4.6,897,1,2319.34
SPLR1532,Supplier_532,Bricks,Pune,3.7,852,4,3770.21
SPLR1533,Supplier_533,Bricks,Delhi,2.5,137,3,1670.69
SPLR1534,Supplier_534,Electrical Wiring,Kolkata,3.8,706,21,1738.2
SPLR1535,Supplier_535,Tiles,Mumbai,3.6,335,27,2516.56
SPLR1536,Supplier_536,Wood,Delhi,3.1,538,5,1266.52
SPLR1537,Supplier_537,Concrete,Delhi,3.8,835,5,3751.47
SPLR1538,Supplier_538,Cement,Kolkata,2.6,622,12,1899.51
SPLR1539,Supplier_539,Sand,Mumbai,4.3,321,2,1055.41
SPLR1540,Supplier_540,Electrical Wiring,Chennai,4.0,538,28,4221.89
SPLR1541,Supplier_541,Tiles,Delhi,4.2,307,28,3686.08
SPLR1542,Supplier_542,Wood,Chennai,3.2,272,26,2920.73
SPLR1543,Supplier_543,Glass,Jaipur,4.0,512,20,4964.53
SPLR1544,Supplier_544,Wood,Bangalore,3.7,233,20,565.84
SPLR1545,Supplier_545,Cement,Lucknow,3.3,782,1,3789.11
SPLR1546,Supplier_546,Sand,Jaipur,4.5,985,2,2604.09
SPLR1547,Supplier_547,Cement,Mumbai,3.0,441,19,976.04
SPLR1548,Supplier_548,Steel,Lucknow,2.9,349,15,3019.88
SPLR1549,Supplier_549,Concrete,Mumbai,4.2,997,24,1764.64
SPLR1550,Supplier_550,Wood,Mumbai,4.8,516,13,4622.36
SPLR1551,Supplier_551,Electrical Wiring,Lucknow,2.5,239,27,2523.89
SPLR1552,Supplier_552,Bricks,Kolkata,3.7,889,30,1586.14
SPLR1553,Supplier_553,Plumbing Pipes,Mumbai,2.9,946,23,1082.27
SPLR1554,Supplier_554,Electrical Wiring,Mumbai,4.1,787,2,4538.45
SPLR1555,Supplier_555,Concrete,Mumbai,3.9,522,13,1187.24
SPLR1556,Supplier_556,Wood,Kolkata,4.2,238,11,614.95
SPLR1557,Supplier_557,Wood,Hyderabad,4.5,796,26,1081.05
SPLR1558,Supplier_558,Plumbing Pipes,Chennai,2.7,170,1,1366.3
SPLR1559,Supplier_559,Electrical Wiring,Hyderabad,4.1,151,5,1684.87
SPLR1560,Supplier_560,Wood,Kolkata,4.7,840,13,909.68
SPLR1561,Supplier_561,Glass,Delhi,3.7,780,16,552.16
SPLR1562,Supplier_562,Concrete,Kolkata,2.6,471,9,1307.85
SPLR1563,Supplier_563,Steel,Mumbai,3.3,153,26,3411.9
SPLR1564,Supplier_564,Glass,Bangalore,2.9,64,14,2756.9
SPLR1565,Supplier_565,Bricks,Kolkata,2.6,312,18,4621.94
SPLR1566,Supplier_566,Bricks,Chennai,3.1,98,18,4329.93
SPLR1567,Supplier_567,Cement,Ahmedabad,3.0,814,16,4147.14
SPLR1568,Supplier_568,Cement,Pune,4.5,705,30,4098.29
SPLR1569,Supplier_569,Concrete,Chennai,4.6,750,12,3564.9
SPLR1570,Supplier_570,Sand,Pune,3.2,68,26,4737.45
SPLR1571,Supplier_571,Concrete,Bangalore,3.0,625,28,1704.66
SPLR1572,Supplier_572,Electrical Wiring,Jaipur,3.0,766,14,991.35
SPLR1573,Supplier_573,Wood,Kolkata,3.7,562,23,2486.1
SPLR1574,Supplier_574,Tiles,Lucknow,4.2,922,25,4228.76
SPLR1575,Supplier_575,Plumbing Pipes,Chennai,4.1,617,1,2853.79
SPLR1576,Supplier_576,Tiles,Lucknow,3.0,404,27,4229.54
SPLR1577,Supplier_577,Sand,Hyderabad,3.3,984,2,4845.99
SPLR1578,Supplier_578,Sand,Hyderabad,4.2,808,8,4667.42
SPLR1579,Supplier_579,Concrete,Bangalore,4.7,908,18,3318.14
SPLR1580,Supplier_580,Concrete,Kolkata,4.7,118,5,4810.06
SPLR1581,Supplier_581,Steel,Bangalore,3.6,940,12,1704.11
SPLR1582,Supplier_582,Tiles,Bangalore,4.0,216,22,3348.11
SPLR1583,Supplier_583,Plumbing Pipes,Mumbai,2.8,90,21,861.04
SPLR1584,Supplier_584,Tiles,Delhi,3.9,573,23,1818.48
SPLR1585,Supplier_585,Tiles,Ahmedabad,4.4,326,28,2652.42
SPLR1586,Supplier_586,Concrete,Mumbai,2.8,649,8,2516.75
SPLR1587,Supplier_587,Sand,Jaipur,3.1,537,27,3745.44
SPLR1588,Supplier_588,Bricks,Mumbai,4.8,695,9,4076.12
SPLR1589,Supplier_589,Steel,Chennai,2.5,647,19,2977.92
SPLR1590,Supplier_590,Tiles,Chennai,2.8,343,15,1122.1
SPLR1591,Supplier_591,Bricks,Delhi,4.0,695,4,3801.16
SPLR1592,Supplier_592,Electrical Wiring,Kolkata,4.0,560,10,1466.22
SPLR1593,Supplier_593,Sand,Delhi,3.1,825,26,1007.61
SPLR1594,Supplier_594,Electrical Wiring,Mumbai,3.9,170,3,1494.45
SPLR1595,Supplier_595,Bricks,Lucknow,4.2,300,9,1791.07
SPLR1596,Supplier_596,Cement,Lucknow,2.8,105,14,3378.55
SPLR1597,Supplier_597,Sand,Kolkata,4.2,685,4,1668.29
SPLR1598,Supplier_598,Concrete,Hyderabad,4.4,211,12,3935.72
SPLR1599,Supplier_599,Wood,Hyderabad,4.4,191,10,3886.64
SPLR1600,Supplier_600,Cement,Kolkata,3.8,916,11,2450.42
SPLR1601,Supplier_601,Electrical Wiring,Bangalore,3.5,885,21,1603.66
SPLR1602,Supplier_602,Bricks,Bangalore,4.3,985,25,3350.86
SPLR1603,Supplier_603,Electrical Wiring,Mumbai,4.3,398,2,4430.55
SPLR1604,Supplier_604,Steel,Kolkata,4.7,373,26,1164.83
SPLR1605,Supplier_605,Cement,Hyderabad,4.5,510,26,4254.84
SPLR1606,Supplier_606,Wood,Chennai,4.8,855,26,4596.67
SPLR1607,Supplier_607,Tiles,Lucknow,3.9,620,19,4521.84
SPLR1608,Supplier_608,Electrical Wiring,Hyderabad,2.9,614,11,611.3
SPLR1609,Supplier_609,Plumbing Pipes,Jaipur,4.5,970,14,1293.51
SPLR1610,Supplier_610,Concrete,Delhi,3.2,424,18,2756.28
SPLR1611,Supplier_611,Wood,Lucknow,4.7,891,20,663.78
SPLR1612,Supplier_612,Bricks,Pune,4.0,865,13,777.24
SPLR1613,Supplier_613,Concrete,Pune,3.6,947,23,2393.18
SPLR1614,Supplier_614,Electrical Wiring,Delhi,4.9,127,7,2651.52
SPLR1615,Supplier_615,Sand,Chennai,4.0,423,5,3619.14
SPLR1616,Supplier_616,Cement,Chennai,4.4,626,7,1150.8
SPLR1617,Supplier_617,Sand,Kolkata,4.4,529,12,2873.39
SPLR1618,Supplier_618,Wood,Pune,4.5,190,22,3065.22
SPLR1619,Supplier_619,Tiles,Lucknow,3.2,958,1,4559.81
SPLR1620,Supplier_620,Electrical Wiring,Lucknow,4.5,404,10,2724.96
SPLR1621,Supplier_621,Plumbing Pipes,Lucknow,4.1,300,12,1429.59
SPLR1622,Supplier_622,Concrete,Pune,3.8,529,4,3246.66
SPLR1623,Supplier_623,Tiles,Mumbai,2.8,994,8,4791.32
SPLR1624,Supplier_624,Glass,Delhi,4.4,934,6,2276.39
SPLR1625,Supplier_625,Wood,Lucknow,4.0,871,18,506.97
SPLR1626,Supplier_626,Wood,Chennai,3.1,296,22,3190.98
SPLR1627,Supplier_627,Wood,Chennai,4.7,97,28,1899.11
SPLR1628,Supplier_628,Concrete,Kolkata,3.9,137,3,2661.36
SPLR1629,Supplier_629,Steel,Lucknow,3.7,157,18,4366.28
SPLR1630,Supplier_630,Concrete,Ahmedabad,2.6,801,12,2047.91
SPLR1631,Supplier_631,Steel,Chennai,4.4,439,16,1494.65
SPLR1632,Supplier_632,Glass,Delhi,3.6,364,11,4913.05
SPLR1633,Supplier_633,Wood,Ahmedabad,4.2,540,20,3344.38
SPLR1634,Supplier_634,Glass,Chennai,2.8,317,8,2132.45
SPLR1635,Supplier_635,Concrete,Delhi,4.9,365,28,1629.75
SPLR1636,Supplier_636,Bricks,Delhi,2.5,671,1,1164.46
SPLR1637,Supplier_637,Bricks,Delhi,3.8,90,15,2822.05
SPLR1638,Supplier_638,Electrical Wiring,Pune,3.0,610,26,640.65
SPLR1639,Supplier_639,Concrete,Mumbai,3.9,221,17,4453.21
SPLR1640,Supplier_640,Tiles,Pune,3.7,929,16,3682.8
SPLR1641,Supplier_641,Tiles,Mumbai,4.4,579,25,3482.85
SPLR1642,Supplier_642,Electrical Wiring,Hyderabad,4.9,629,19,2456.52
SPLR1643,Supplier_643,Electrical Wiring,Lucknow,3.5,656,6,1712.25
SPLR1644,Supplier_644,Bricks,Mumbai,2.9,594,17,2464.32
SPLR1645,Supplier_645,Bricks,Chennai,4.6,548,8,2261.16
SPLR1646,Supplier_646,Wood,Ahmedabad,4.1,473,24,4729.87
SPLR1647,Supplier_647,Cement,Kolkata,5.0,624,4,1245.96
SPLR1648,Supplier_648,Electrical Wiring,Pune,3.8,280,30,1099.41
SPLR1649,Supplier_649,Sand,Bangalore,3.6,382,29,3340.82
SPLR1650,Supplier_650,Cement,Hyderabad,4.9,309,15,2378.63
SPLR1651,Supplier_651,Wood,Chennai,4.6,835,23,3987.27
SPLR1652,Supplier_652,Glass,Lucknow,4.0,832,29,3380.08
SPLR1653,Supplier_653,Plumbing Pipes,Mumbai,3.7,341,19,3607.23
SPLR1654,Supplier_654,Electrical Wiring,Bangalore,4.6,857,27,696.51
SPLR1655,Supplier_655,Cement,Hyderabad,3.3,810,1,4482.07
SPLR1656,Supplier_656,Electrical Wiring,Mumbai,4.2,309,26,1141.88
SPLR1657,Supplier_657,Bricks,Ahmedabad,4.0,95,14,1982.37
SPLR1658,Supplier_658,Plumbing Pipes,Delhi,4.7,211,2,4572.0
SPLR1659,Supplier_659,Glass,Ahmedabad,4.7,388,3,3750.55
SPLR1660,Supplier_660,Electrical Wiring,Mumbai,2.6,714,5,4418.79
SPLR1661,Supplier_661,Wood,Kolkata,3.1,501,11,1796.11
SPLR1662,Supplier_662,Steel,Lucknow,4.3,147,28,3069.77
SPLR1663,Supplier_663,Steel,Kolkata,3.6,843,27,2603.09
SPLR1664,Supplier_664,Bricks,Chennai,4.7,991,10,4276.84
SPLR1665,Supplier_665,Bricks,Mumbai,2.5,105,16,3886.83
SPLR1666,Supplier_666,Sand,Mumbai,2.7,368,30,2981.34
SPLR1667,Supplier_667,Concrete,Lucknow,4.5,928,27,1867.36
SPLR1668,Supplier_668,Sand,Lucknow,3.5,770,11,3433.97
SPLR1669,Supplier_669,Wood,Pune,4.8,761,21,4716.16
SPLR1670,Supplier_670,Concrete,Delhi,4.7,321,2,4920.09
SPLR1671,Supplier_671,Wood,Pune,3.6,425,11,902.39
SPLR1672,Supplier_672,Cement,Lucknow,2.6,739,25,1586.86
SPLR1673,Supplier_673,Tiles,Pune,3.4,606,27,1118.83
SPLR1674,Supplier_674,Glass,Ahmedabad,3.3,842,20,4379.3
SPLR1675,Supplier_675,Plumbing Pipes,Delhi,3.5,375,12,4101.34
SPLR1676,Supplier_676,Electrical Wiring,Delhi,5.0,386,29,3560.5
SPLR1677,Supplier_677,Wood,Delhi,3.2,561,26,2871.96
SPLR1678,Supplier_678,Cement,Mumbai,2.7,267,25,4577.56
SPLR1679,Supplier_679,Plumbing Pipes,Ahmedabad,2.5,315,21,1398.03
SPLR1680,Supplier_680,Cement,Jaipur,4.9,265,15,2336.84
SPLR1681,Supplier_681,Glass,Hyderabad,4.3,396,12,805.5
SPLR1682,Supplier_682,Steel,Jaipur,3.2,590,10,1869.37
SPLR1683,Supplier_683,Plumbing Pipes,Ahmedabad,3.2,926,18,1987.3
SPLR1684,Supplier_684,Cement,Bangalore,3.6,827,3,3651.52
SPLR1685,Supplier_685,Electrical Wiring,Mumbai,3.3,814,24,4484.24
SPLR1686,Supplier_686,Sand,Hyderabad,4.6,82,26,4851.57
SPLR1687,Supplier_687,Cement,Chennai,3.1,746,30,1399.74
SPLR1688,Supplier_688,Steel,Chennai,4.1,823,19,1325.05
SPLR1689,Supplier_689,Wood,Ahmedabad,3.4,232,16,3186.37
SPLR1690,Supplier_690,Electrical Wiring,Lucknow,2.7,937,4,4243.78
SPLR1691,Supplier_691,Wood,Ahmedabad,4.1,376,26,1158.2
SPLR1692,Supplier_692,Glass,Ahmedabad,3.0,62,29,2298.26
SPLR1693,Supplier_693,Plumbing Pipes,Ahmedabad,2.8,784,3,1915.35
SPLR1694,Supplier_694,Steel,Hyderabad,4.1,822,15,1716.08
SPLR1695,Supplier_695,Concrete,Hyderabad,3.6,706,18,1509.38
SPLR1696,Supplier_696,Tiles,Delhi,4.8,722,4,2462.56
SPLR1697,Supplier_697,Cement,Pune,3.0,829,21,1201.37
SPLR1698,Supplier_698,Sand,Chennai,2.6,993,9,3998.65
SPLR1699,Supplier_699,Wood,Delhi,4.0,86,14,789.71
SPLR1700,Supplier_700,Cement,Mumbai,2.8,217,11,4393.36
SPLR1701,Supplier_701,Bricks,Lucknow,3.9,473,12,1024.13
SPLR1702,Supplier_702,Glass,Lucknow,4.7,633,29,4361.59
SPLR1703,Supplier_703,Sand,Kolkata,3.5,873,11,2105.59
SPLR1704,Supplier_704,Plumbing Pipes,Delhi,3.3,870,11,1162.68
SPLR1705,Supplier_705,Plumbing Pipes,Pune,2.5,196,11,4706.34
SPLR1706,Supplier_706,Sand,Chennai,4.1,512,18,3584.38
SPLR1707,Supplier_707,Bricks,Delhi,3.9,310,7,3852.32
SPLR1708,Supplier_708,Wood,Hyderabad,2.7,928,29,3592.66
SPLR1709,Supplier_709,Glass,Bangalore,3.0,274,2,3877.95
SPLR1710,Supplier_710,Electrical Wiring,Lucknow,3.3,601,20,3321.73
SPLR1711,Supplier_711,Concrete,Ahmedabad,3.7,367,1,516.77
SPLR1712,Supplier_712,Bricks,Kolkata,4.8,160,18,4282.32
SPLR1713,Supplier_713,Sand,Delhi,4.0,675,8,990.85
SPLR1714,Supplier_714,Tiles,Bangalore,3.9,82,15,3364.2
SPLR1715,Supplier_715,Plumbing Pipes,Ahmedabad,2.5,891,9,1398.44
SPLR1716,Supplier_716,Tiles,Kolkata,2.8,173,8,1091.46
SPLR1717,Supplier_717,Bricks,Pune,3.5,128,28,926.42
SPLR1718,Supplier_718,Cement,Chennai,3.0,172,9,3496.47
SPLR1719,Supplier_719,Glass,Kolkata,4.5,233,28,2200.85
SPLR1720,Supplier_720,Electrical Wiring,Delhi,4.5,918,27,3148.97
SPLR1721,Supplier_721,Electrical Wiring,Bangalore,3.6,85,5,1151.78
SPLR1722,Supplier_722,Plumbing Pipes,Delhi,3.0,389,25,3588.73
SPLR1723,Supplier_723,Wood,Delhi,4.9,608,2,2019.64
SPLR1724,Supplier_724,Bricks,Mumbai,4.5,298,22,3170.58
SPLR1725,Supplier_725,Steel,Lucknow,2.7,397,20,2195.05
SPLR1726,Supplier_726,Electrical Wiring,Chennai,2.9,361,24,2862.96
