Project ID,City,Tunnel Length (km),Num of Stations,Num of Workers,Equipment Factor (%),Signal System Complexity (%),Material Factor (%),Gov Regulation Factor (%),Urban Congestion Impact (%),Expected Completion Time (months),Budget (in Crores),Delay time (days),Risk Level
METRO-0311,Bangalore,2.27,31,2599,69,43,86,3,72,88,4380.84,87,Medium
METRO-0312,Chennai,5.41,12,2742,37,64,0,37,13,73,2997.28,40,Low
METRO-0313,Delhi,15.04,48,123,82,69,77,13,5,104,766.9,305,Medium
METRO-0314,Hyderabad,48.64,66,452,0,35,91,81,26,73,2500.88,93,Medium
METRO-0315,Delhi,28.37,33,4890,37,61,10,40,59,79,2388.18,92,Medium
METRO-0316,Hyderabad,19.29,87,4188,25,81,72,67,36,39,4093.63,336,Medium
METRO-0317,Delhi,44.55,78,4710,68,41,84,2,96,92,753.8,31,Medium
METRO-0318,Kolkata,23.2,28,870,67,68,70,82,78,100,4879.12,293,High
METRO-0319,Chennai,16.45,38,4853,24,51,70,26,73,88,1459.91,27,Medium
METRO-0320,Hyderabad,47.12,64,2981,57,0,90,93,3,39,4191.68,90,Medium
METRO-0321,Bangalore,42.63,35,1847,44,29,92,12,92,95,4062.88,296,Medium
METRO-0322,Delhi,42.34,8,1150,21,0,74,96,1,93,3952.65,132,Medium
METRO-0323,Delhi,26.1,99,721,47,47,4,67,31,85,1078.09,11,Medium
METRO-0324,Hyderabad,39.68,13,118,12,13,58,34,45,86,871.99,255,Low
METRO-0325,Bangalore,9.79,94,2675,86,91,11,18,5,100,2511.58,163,Medium
METRO-0326,Bangalore,29.09,81,893,96,30,90,43,74,32,3825.12,28,Medium
METRO-0327,Kolkata,49.21,94,3441,24,61,51,31,24,62,3564.93,239,Low
METRO-0328,Kolkata,15.26,58,3839,9,86,64,44,64,75,3991.2,142,Medium
METRO-0329,Kolkata,39.92,5,2002,17,30,7,68,17,32,1034.24,321,Low
METRO-0330,Kolkata,25.03,65,4737,54,6,53,80,66,89,2419.31,294,Medium
METRO-0331,Kolkata,2.95,77,4812,26,19,32,98,89,99,2587.81,59,Medium
METRO-0332,Kolkata,38.39,35,2040,55,83,41,80,76,69,1592.83,262,Medium
METRO-0333,Chennai,9.26,92,1306,55,30,65,80,74,92,3094.63,97,Medium
METRO-0334,Bangalore,31.94,49,4180,48,8,96,24,4,110,683.92,135,Low
METRO-0335,Kolkata,5.2,64,264,25,10,67,71,4,31,3989.92,338,Low
METRO-0336,Bangalore,47.4,90,3857,1,5,34,91,5,53,1471.53,253,Low
METRO-0337,Bangalore,15.29,77,3011,73,42,21,50,11,99,3835.8,93,Medium
METRO-0338,Mumbai,12.1,91,3265,59,58,38,61,68,26,830.65,305,Medium
METRO-0339,Chennai,7.33,88,1311,83,17,4,82,0,53,2736.88,30,Medium
METRO-0340,Kolkata,47.35,46,3259,37,28,7,7,8,43,1496.98,149,Low
METRO-0341,Delhi,35.88,89,1581,2,0,61,72,58,62,2257.15,183,Low
METRO-0342,Hyderabad,37.34,31,1595,73,43,98,17,3,119,4482.66,132,Medium
METRO-0343,Delhi,25.47,62,1892,91,32,50,53,9,72,2511.21,159,Medium
METRO-0344,Chennai,24.26,73,2519,82,66,33,43,52,112,1726.26,193,Medium
METRO-0345,Hyderabad,6.39,85,3827,80,37,40,66,76,76,1865.73,74,Medium
METRO-0346,Chennai,28.43,77,464,52,40,19,90,14,101,3356.77,128,Medium
METRO-0347,Bangalore,13.1,38,4314,43,15,81,33,35,119,3822.01,1,Medium
METRO-0348,Hyderabad,48.88,14,508,22,37,26,15,82,36,684.38,135,Low
METRO-0349,Bangalore,40.03,70,462,27,62,82,54,62,66,2740.86,76,Medium
METRO-0350,Delhi,21.24,29,3540,90,98,72,47,27,99,2394.06,87,Medium
METRO-0351,Delhi,8.42,7,4518,31,89,83,29,53,64,2243.33,70,Medium
METRO-0352,Hyderabad,39.48,38,857,75,99,70,58,34,64,2338.53,348,Medium
METRO-0353,Hyderabad,6.98,75,3465,19,84,15,35,7,65,3684.53,66,Low
METRO-0354,Kolkata,10.28,32,3651,5,99,77,73,21,27,4994.75,337,Medium
METRO-0355,Chennai,11.36,13,3091,2,82,72,99,32,68,4890.48,300,Medium
METRO-0356,Kolkata,28.29,15,547,2,8,6,22,31,73,3678.92,351,Low
METRO-0357,Chennai,39.57,97,3301,22,26,20,92,67,39,1590.32,35,Medium
METRO-0358,Kolkata,16.4,84,2851,72,30,44,56,90,79,531.01,216,Medium
METRO-0359,Bangalore,5.15,43,1891,32,14,93,94,81,70,3995.23,259,Medium
METRO-0360,Hyderabad,23.76,97,2489,35,95,77,39,91,84,2663.79,281,Medium
METRO-0361,Delhi,37.66,17,4670,63,28,96,48,43,69,1759.28,109,Medium
METRO-0362,Chennai,11.86,15,390,11,8,26,94,7,105,2393.51,168,Low
METRO-0363,Chennai,11.78,39,271,61,43,76,80,56,51,3857.44,323,Medium
METRO-0364,Delhi,47.41,12,400,25,80,1,4,10,28,710.24,20,Low
METRO-0365,Kolkata,47.75,11,3266,36,59,92,33,85,95,2792.78,207,Medium
METRO-0366,Chennai,49.53,73,4076,47,77,70,24,48,61,2207.96,84,Medium
METRO-0367,Bangalore,40.58,74,3114,73,38,12,87,61,73,1430.98,5,Medium
METRO-0368,Hyderabad,10.22,61,2404,43,50,78,76,0,104,4524.96,95,Medium
METRO-0369,Delhi,11.39,39,1846,10,39,18,74,96,42,3748.46,335,Medium
METRO-0370,Hyderabad,17.67,98,614,82,62,72,39,20,87,3894.48,270,Medium
METRO-0371,Chennai,16.59,15,778,68,5,53,17,37,109,3581.91,327,Low
METRO-0372,Chennai,47.87,42,4079,23,37,57,94,82,49,1886.61,10,Medium
METRO-0373,Delhi,39.66,95,3521,98,31,9,1,34,38,630.78,22,Low
METRO-0374,Bangalore,36.48,89,2352,91,5,2,21,40,84,3189.58,3,Low
METRO-0375,Mumbai,10.11,82,4885,93,53,16,77,57,56,1988.67,49,Medium
METRO-0376,Delhi,45.57,53,443,18,50,9,77,61,86,1741.61,219,Medium
METRO-0377,Mumbai,41.57,39,128,69,95,88,10,69,33,3551.18,158,Medium
METRO-0378,Kolkata,9.02,33,3547,55,97,42,35,78,92,2096.23,182,Medium
METRO-0379,Mumbai,43.69,92,2252,48,33,50,8,23,103,4887.92,230,Low
METRO-0380,Bangalore,14.34,45,206,82,75,49,67,32,64,4576.26,128,Medium
METRO-0381,Kolkata,4.96,10,4297,56,8,0,31,88,32,702.0,54,Low
METRO-0382,Mumbai,33.18,14,2699,94,4,19,55,73,53,969.21,55,Medium
METRO-0383,Kolkata,33.04,88,3460,10,80,86,51,12,102,2987.0,227,Medium
METRO-0384,Mumbai,5.65,88,589,62,91,62,13,63,61,622.63,100,Medium
METRO-0385,Bangalore,16.62,94,3860,80,60,79,93,92,109,2505.47,211,High
METRO-0386,Mumbai,49.65,89,4262,16,85,41,54,40,90,2320.84,98,Medium
METRO-0387,Mumbai,34.24,27,3322,14,5,53,51,0,105,3445.22,109,Low
METRO-0388,Mumbai,36.77,50,377,69,49,98,96,73,109,2482.01,322,High
METRO-0389,Delhi,11.43,16,4176,61,31,56,13,97,80,1175.37,54,Medium
METRO-0390,Delhi,4.86,59,1473,31,18,45,94,99,55,1305.72,126,Medium
METRO-0391,Delhi,14.57,17,727,39,57,13,94,40,92,2219.93,364,Medium
METRO-0392,Bangalore,13.2,78,2795,10,47,75,62,36,71,1612.76,50,Medium
METRO-0393,Kolkata,12.49,11,1270,12,16,53,14,79,88,4285.29,337,Low
METRO-0394,Chennai,10.44,16,4560,80,59,3,0,70,79,4999.95,72,Low
METRO-0395,Mumbai,29.16,65,777,27,9,99,71,82,71,4049.45,180,Medium
METRO-0396,Mumbai,17.08,29,3817,81,78,62,54,49,51,1987.35,174,Medium
METRO-0397,Bangalore,41.2,6,3461,27,49,99,88,26,29,2591.44,278,Medium
METRO-0398,Mumbai,10.01,30,3501,47,37,20,53,62,110,2536.83,331,Medium
METRO-0399,Delhi,23.77,55,2542,54,84,0,89,38,110,4638.81,189,Medium
METRO-0400,Chennai,1.67,73,654,15,39,59,87,8,70,3203.07,165,Medium
METRO-0401,Hyderabad,24.6,66,902,35,2,22,98,53,88,3718.39,359,Medium
METRO-0402,Mumbai,3.74,76,1262,39,93,15,82,3,77,1915.55,222,Medium
METRO-0403,Delhi,48.91,77,523,19,78,13,11,8,38,702.84,157,Low
METRO-0404,Hyderabad,39.74,43,1376,90,90,76,76,73,72,1493.01,176,High
METRO-0405,Chennai,25.02,88,515,96,30,1,79,69,84,1163.1,117,Medium
METRO-0406,Hyderabad,5.24,15,3092,1,15,76,57,93,32,2537.57,315,Medium
METRO-0407,Delhi,30.03,68,2105,76,27,6,92,51,101,3010.15,197,Medium
METRO-0408,Kolkata,38.18,90,2844,1,44,77,9,99,83,1321.68,213,Medium
METRO-0409,Kolkata,10.35,84,4772,68,36,82,48,36,113,2313.33,117,Medium
METRO-0410,Hyderabad,28.84,46,2963,69,42,69,31,72,104,2839.52,55,Medium
METRO-0411,Bangalore,40.9,14,2112,49,72,77,49,39,107,1777.29,174,Medium
METRO-0412,Hyderabad,38.64,93,4375,95,72,89,81,64,61,2368.52,165,High
METRO-0413,Mumbai,40.35,23,1930,47,75,11,10,98,60,565.13,106,Medium
METRO-0414,Mumbai,44.09,8,4409,23,27,23,6,14,94,2300.98,105,Low
METRO-0415,Kolkata,46.95,87,4348,80,70,21,23,98,51,3351.83,84,Medium
METRO-0416,Bangalore,20.87,7,4040,8,59,45,75,89,118,2644.1,132,Medium
METRO-0417,Delhi,28.87,85,3971,39,63,84,15,50,26,3048.45,45,Medium
METRO-0418,Mumbai,39.74,18,1717,39,59,29,74,2,57,3991.1,346,Medium
METRO-0419,Kolkata,35.16,14,1743,1,98,3,93,47,92,4990.76,153,Medium
METRO-0420,Chennai,49.78,10,2899,72,35,92,96,27,117,2382.92,302,Medium
METRO-0421,Kolkata,1.67,35,1903,5,46,37,32,62,95,1271.51,196,Low
METRO-0422,Mumbai,18.4,35,1053,18,37,74,68,49,76,4900.41,160,Medium
METRO-0423,Mumbai,14.77,52,3414,96,64,43,16,78,94,1784.2,296,Medium
METRO-0424,Kolkata,13.85,13,4983,18,33,79,59,4,101,1678.62,174,Medium
METRO-0425,Delhi,11.9,80,3307,32,21,24,62,67,104,4410.88,164,Medium
METRO-0426,Hyderabad,35.75,30,1282,60,93,67,33,89,38,4518.1,152,Medium
METRO-0427,Mumbai,5.15,6,4347,29,83,73,15,0,94,2017.25,188,Medium
METRO-0428,Kolkata,37.34,8,1008,61,50,97,50,86,96,3414.2,16,Medium
METRO-0429,Kolkata,34.98,96,3725,12,71,79,8,64,92,3603.78,173,Medium
METRO-0430,Bangalore,13.29,10,4529,17,44,55,95,57,118,2853.97,265,Medium
METRO-0431,Hyderabad,13.39,34,562,1,70,3,99,70,60,3188.1,297,Medium
METRO-0432,Chennai,31.81,59,1592,2,1,63,26,49,110,2114.93,33,Low
METRO-0433,Delhi,38.35,32,1149,5,57,81,47,10,59,3680.52,43,Medium
METRO-0434,Chennai,43.95,65,3337,27,93,44,29,50,85,4508.54,112,Medium
METRO-0435,Hyderabad,42.75,81,3537,76,11,82,78,22,118,4393.1,354,Medium
METRO-0436,Hyderabad,48.28,59,4634,83,99,95,90,1,43,4166.45,8,High
METRO-0437,Hyderabad,29.49,40,4589,31,26,12,21,84,43,1200.68,299,Low
METRO-0438,Chennai,45.52,78,3638,59,97,18,21,75,30,3936.98,231,Medium
METRO-0439,Hyderabad,40.62,78,366,30,37,8,23,47,53,1241.92,283,Low
METRO-0440,Kolkata,44.84,9,1658,60,74,95,77,97,34,4091.58,33,High
METRO-0441,Chennai,1.57,33,2268,8,19,87,37,48,57,1953.15,297,Low
METRO-0442,Hyderabad,48.33,16,1984,66,93,99,5,10,88,1119.43,350,Medium
METRO-0443,Kolkata,24.2,26,4838,53,42,89,16,70,56,3774.58,112,Medium
METRO-0444,Bangalore,40.11,63,3639,94,31,67,91,39,71,2592.1,241,Medium
METRO-0445,Hyderabad,7.23,43,2966,78,89,59,54,96,43,2978.13,126,High
METRO-0446,Chennai,20.4,6,4378,67,22,61,59,28,34,4370.57,250,Medium
METRO-0447,Mumbai,14.3,18,2646,16,40,93,51,25,89,2148.94,333,Medium
METRO-0448,Hyderabad,15.29,14,3618,58,87,32,23,38,91,1756.51,173,Medium
METRO-0449,Mumbai,7.04,52,3348,30,1,96,50,97,45,2289.91,109,Medium
METRO-0450,Kolkata,40.48,68,2217,92,61,30,14,4,80,3345.49,266,Medium
METRO-0451,Bangalore,1.45,7,1899,74,95,61,27,48,67,1510.79,292,Medium
METRO-0452,Delhi,16.31,76,222,60,52,78,13,21,55,4077.01,258,Medium
METRO-0453,Bangalore,9.55,64,491,95,56,75,10,89,119,4472.93,320,Medium
METRO-0454,Hyderabad,29.86,85,3398,39,47,74,0,86,45,4598.36,109,Medium
METRO-0455,Mumbai,13.46,72,2515,2,78,44,16,66,28,3272.23,216,Low
METRO-0456,Mumbai,13.69,25,4653,49,5,49,50,65,92,4722.46,198,Medium
METRO-0457,Chennai,24.93,98,4140,0,15,86,88,53,51,1111.38,263,Medium
METRO-0458,Mumbai,32.98,23,3243,7,10,12,53,90,37,3020.17,340,Low
METRO-0459,Chennai,6.94,83,2659,61,45,97,65,99,81,2513.59,324,High
METRO-0460,Kolkata,9.6,24,1195,63,72,90,65,25,70,4910.32,186,Medium
METRO-0461,Delhi,13.11,62,2871,40,56,35,14,74,28,906.42,288,Medium
METRO-0462,Hyderabad,48.71,46,4241,16,66,9,76,19,108,2301.08,135,Medium
METRO-0463,Chennai,20.46,98,4788,71,6,49,75,98,70,1236.75,296,Medium
METRO-0464,Delhi,30.35,14,3087,42,51,45,74,78,26,2095.07,283,Medium
METRO-0465,Mumbai,12.84,27,872,96,51,59,92,2,99,4418.94,224,Medium
METRO-0466,Mumbai,25.03,92,4677,89,29,21,74,97,82,1514.16,99,Medium
METRO-0467,Delhi,4.63,16,1298,1,54,86,57,8,42,2723.64,360,Medium
METRO-0468,Mumbai,2.7,13,1550,46,21,59,3,38,30,1420.63,353,Low
METRO-0469,Kolkata,23.97,83,4850,59,3,33,64,47,35,4906.59,216,Medium
METRO-0470,Kolkata,20.53,33,2384,48,4,72,26,71,34,844.49,35,Medium
METRO-0471,Delhi,7.71,86,3138,92,21,1,43,24,102,4320.78,243,Low
METRO-0472,Chennai,34.69,24,1263,14,67,83,98,25,45,4694.77,208,Medium
METRO-0473,Chennai,49.65,69,163,93,3,52,51,52,54,3999.96,305,Medium
METRO-0474,Delhi,20.39,7,2426,49,42,71,76,50,26,2162.98,135,Medium
METRO-0475,Chennai,31.6,12,149,45,14,27,45,39,92,2287.62,231,Low
METRO-0476,Chennai,48.19,43,4410,75,15,60,94,94,56,635.41,279,Medium
METRO-0477,Kolkata,41.75,68,1774,1,83,83,56,58,101,1377.95,100,Medium
METRO-0478,Chennai,23.71,35,2578,84,57,43,10,3,98,4686.17,316,Low
METRO-0479,Bangalore,37.14,76,604,28,73,6,73,49,43,3774.93,206,Medium
METRO-0480,Hyderabad,7.28,83,1691,28,32,72,36,64,54,2977.57,267,Medium
METRO-0481,Mumbai,26.09,26,4444,79,94,95,71,89,103,4955.96,343,High
METRO-0482,Bangalore,14.67,9,833,94,64,31,15,79,96,3923.76,155,Medium
METRO-0483,Chennai,8.9,62,2952,60,24,60,68,63,74,3262.72,155,Medium
METRO-0484,Kolkata,21.89,77,567,96,36,28,84,14,92,2830.91,307,Medium
METRO-0485,Delhi,7.42,83,2908,65,17,26,63,3,105,2594.78,259,Low
METRO-0486,Chennai,35.25,67,609,43,24,47,7,30,107,4351.6,272,Low
METRO-0487,Kolkata,23.36,65,2873,3,14,52,34,97,115,2671.57,13,Low
METRO-0488,Hyderabad,27.03,56,2957,38,67,26,4,44,106,2461.38,126,Low
METRO-0489,Chennai,8.17,37,3329,59,34,14,76,33,36,1539.15,18,Medium
METRO-0490,Delhi,7.85,26,3265,48,67,95,12,59,105,3369.21,238,Medium
METRO-0491,Kolkata,29.59,55,1609,4,41,1,4,8,105,638.52,27,Low
METRO-0492,Kolkata,49.27,15,4169,65,83,14,96,21,36,1643.53,227,Medium
METRO-0493,Kolkata,5.72,62,3610,44,11,43,15,57,34,2864.77,166,Low
METRO-0494,Hyderabad,15.0,54,265,59,93,43,19,12,28,1893.11,229,Medium
METRO-0495,Chennai,43.6,74,3626,7,21,10,41,25,99,2812.86,230,Low
METRO-0496,Hyderabad,4.54,21,3541,49,35,72,27,22,42,1564.64,217,Medium
METRO-0497,Mumbai,43.92,50,1501,35,33,66,53,22,108,4365.1,3,Medium
METRO-0498,Mumbai,26.69,48,4103,69,90,95,79,47,92,1002.06,221,High
METRO-0499,Chennai,21.01,61,1514,40,24,33,95,37,85,1492.54,325,Medium
METRO-0500,Hyderabad,16.17,9,1475,9,38,51,95,89,24,2584.06,262,Medium
METRO-0501,Delhi,15.56,43,3253,35,75,67,10,83,98,2474.1,136,Medium
METRO-0502,Kolkata,15.98,62,3159,67,58,28,65,69,58,3522.57,5,Medium
METRO-0503,Kolkata,44.36,13,162,13,75,47,67,25,28,3680.44,202,Medium
METRO-0504,Chennai,36.47,97,2849,75,84,14,58,9,112,3454.71,74,Medium
METRO-0505,Mumbai,33.82,27,4074,16,49,10,76,88,86,3371.37,188,Medium
METRO-0506,Mumbai,40.14,51,4750,20,60,41,4,26,98,2522.88,217,Low
METRO-0507,Kolkata,13.6,40,3957,76,32,48,6,8,109,2509.11,26,Low
METRO-0508,Chennai,31.28,35,2295,96,6,73,76,39,29,899.4,48,Medium
METRO-0509,Hyderabad,23.54,88,1642,53,18,14,21,83,24,511.74,11,Low
METRO-0510,Mumbai,39.34,27,4503,12,87,10,62,46,69,4345.03,347,Medium
METRO-0511,Hyderabad,16.15,60,1928,47,19,48,1,28,36,546.87,308,Low
METRO-0512,Mumbai,32.52,75,197,44,4,9,89,80,78,4580.42,0,Medium
METRO-0513,Mumbai,44.23,50,1425,8,93,15,92,87,42,1440.92,174,Medium
METRO-0514,Bangalore,20.71,62,4949,54,6,86,7,79,109,3023.97,118,Medium
METRO-0515,Mumbai,4.26,40,3555,49,19,10,83,23,52,4689.05,134,Low
METRO-0516,Delhi,26.29,72,3275,19,46,68,2,94,117,2216.97,103,Medium
METRO-0517,Chennai,17.95,92,2737,39,80,77,5,27,26,4121.58,111,Medium
METRO-0518,Chennai,33.94,64,2124,0,97,53,0,82,30,3103.41,235,Medium
METRO-0519,Hyderabad,47.6,18,3081,76,6,86,82,49,116,2436.7,9,Medium
METRO-0520,Mumbai,24.79,29,778,85,74,48,75,32,29,1223.5,126,Medium
METRO-0521,Delhi,23.84,75,1405,76,81,20,65,65,65,1266.46,250,Medium
METRO-0522,Hyderabad,33.07,83,3201,63,93,94,56,98,85,1900.87,354,High
METRO-0523,Bangalore,6.07,48,1889,34,83,12,99,44,33,4529.28,68,Medium
METRO-0524,Hyderabad,13.42,50,4074,64,63,23,51,98,54,1330.93,211,Medium
METRO-0525,Hyderabad,46.03,17,3066,52,65,82,36,18,31,4027.9,179,Medium
METRO-0526,Mumbai,33.83,66,2996,96,6,49,51,12,93,992.26,233,Medium
METRO-0527,Bangalore,1.66,23,3320,60,90,49,8,80,30,4159.25,207,Medium
METRO-0528,Hyderabad,11.03,16,1199,4,14,67,34,90,93,812.02,303,Low
METRO-0529,Delhi,34.46,94,4602,93,82,70,44,10,42,1501.86,303,Medium
METRO-0530,Delhi,38.46,52,3752,68,33,17,48,28,50,1538.32,236,Low
METRO-0531,Chennai,42.15,37,4744,88,65,62,39,55,89,4207.36,204,Medium
METRO-0532,Bangalore,15.32,83,1770,59,27,53,86,4,72,3142.71,68,Medium
METRO-0533,Bangalore,46.62,41,3302,89,65,88,7,67,69,3370.33,234,Medium
METRO-0534,Chennai,28.09,10,612,18,10,59,14,1,109,4186.83,99,Low
METRO-0535,Hyderabad,35.13,93,1183,75,69,75,41,34,62,3930.81,101,Medium
METRO-0536,Bangalore,30.24,85,1962,56,55,54,86,6,59,576.01,53,Medium
METRO-0537,Delhi,7.01,47,3714,7,22,16,99,25,75,1923.42,211,Low
METRO-0538,Delhi,48.19,54,1899,73,9,7,11,71,81,1782.18,72,Low
METRO-0539,Mumbai,7.02,50,4058,17,96,2,51,56,99,4097.54,244,Medium
METRO-0540,Bangalore,13.49,77,4202,10,82,38,55,48,52,543.75,122,Medium
METRO-0541,Hyderabad,40.87,32,4108,61,74,30,81,96,32,578.89,14,Medium
METRO-0542,Chennai,31.31,71,2076,29,23,98,55,59,64,1398.64,98,Medium
METRO-0543,Chennai,42.07,15,1258,4,59,62,89,10,110,1545.16,4,Medium
METRO-0544,Hyderabad,26.27,24,1557,87,91,99,57,85,49,1246.56,103,High
METRO-0545,Kolkata,19.47,91,753,76,11,47,52,77,86,885.98,43,Medium
METRO-0546,Mumbai,46.17,34,3893,55,91,95,29,83,51,3473.1,263,Medium
METRO-0547,Chennai,2.78,40,582,35,4,80,49,27,76,1210.59,306,Medium
METRO-0548,Bangalore,42.95,80,1760,26,18,73,91,8,95,3362.69,321,Medium
METRO-0549,Mumbai,12.31,72,2638,31,71,57,41,33,98,2563.55,327,Medium
METRO-0550,Bangalore,42.59,92,3492,13,36,44,11,50,98,4368.63,65,Low
METRO-0551,Delhi,7.82,40,1050,40,27,86,71,65,54,1711.1,118,Medium
METRO-0552,Mumbai,29.43,62,511,65,43,2,96,22,100,4935.81,313,Medium
METRO-0553,Chennai,44.52,32,453,3,42,76,77,79,66,2997.96,5,Medium
METRO-0554,Mumbai,24.2,43,2579,10,68,33,64,14,39,4846.3,19,Medium
METRO-0555,Mumbai,37.58,70,4198,47,71,52,64,57,98,3423.78,3,Medium
METRO-0556,Mumbai,40.43,47,4180,36,87,22,58,11,71,1572.78,338,Medium
METRO-0557,Kolkata,37.09,9,4326,12,19,48,90,67,56,1852.19,151,Medium
METRO-0558,Mumbai,46.34,96,1198,72,98,91,33,70,41,1212.65,313,High
METRO-0559,Bangalore,22.89,17,1447,41,5,30,71,47,54,2420.18,120,Low
METRO-0560,Delhi,9.48,13,3649,26,68,89,73,50,54,1980.19,280,Medium
METRO-0561,Hyderabad,3.34,98,2073,65,73,71,19,3,34,1626.31,227,Medium
METRO-0562,Mumbai,13.08,61,1123,46,91,20,62,62,94,1402.64,125,Medium
METRO-0563,Chennai,8.02,31,4355,90,11,55,59,27,53,4263.07,59,Medium
METRO-0564,Mumbai,28.34,65,3955,75,14,10,64,73,105,4275.72,108,Medium
METRO-0565,Chennai,10.06,81,1518,11,66,2,93,60,42,2939.31,4,Medium
METRO-0566,Bangalore,2.91,54,4551,66,86,6,88,46,104,3229.06,26,Medium
METRO-0567,Chennai,2.76,96,1155,25,62,37,52,16,49,2389.95,75,Medium
METRO-0568,Hyderabad,41.75,86,3036,78,35,67,29,42,43,3317.32,124,Medium
METRO-0569,Delhi,29.98,38,2630,26,6,54,89,50,26,4045.17,333,Medium
METRO-0570,Chennai,18.55,89,2009,34,0,92,63,25,96,2704.33,211,Medium
METRO-0571,Chennai,44.82,69,1747,12,71,8,61,63,45,4061.18,63,Medium
METRO-0572,Delhi,4.44,49,2920,55,90,72,17,89,57,4516.37,35,Medium
METRO-0573,Hyderabad,49.04,91,956,68,48,66,9,6,106,4956.58,333,Low
METRO-0574,Mumbai,31.2,38,4991,42,21,80,6,93,77,4839.56,85,Medium
METRO-0575,Chennai,9.99,77,3109,80,51,99,73,6,79,1618.86,38,Medium
METRO-0576,Delhi,34.27,12,901,82,94,9,69,87,86,3249.55,183,Medium
METRO-0577,Bangalore,38.41,98,441,83,42,44,3,2,27,2105.94,4,Low
METRO-0578,Delhi,22.04,52,4601,58,38,22,39,75,26,3649.36,346,Medium
METRO-0579,Bangalore,43.22,40,1496,86,74,17,9,91,113,1399.15,349,Medium
METRO-0580,Hyderabad,8.39,86,1409,11,42,61,25,32,25,1746.1,249,Low
METRO-0581,Mumbai,14.66,70,676,95,53,55,90,46,71,4862.46,275,Medium
METRO-0582,Delhi,5.58,15,4416,28,20,4,95,11,42,3231.66,287,Low
METRO-0583,Kolkata,11.33,56,4128,4,14,89,54,21,76,1400.74,345,Low
METRO-0584,Chennai,12.7,40,2294,48,91,80,69,12,109,2270.32,79,Medium
METRO-0585,Hyderabad,45.96,99,4150,63,37,81,28,5,29,2110.32,137,Medium
METRO-0586,Delhi,4.83,35,1303,42,22,79,38,50,55,1544.54,129,Medium
METRO-0587,Chennai,21.94,28,590,65,90,67,52,43,61,766.77,86,Medium
METRO-0588,Delhi,27.09,25,2228,5,82,82,50,1,28,4906.96,238,Medium
METRO-0589,Bangalore,45.04,34,2581,84,79,79,22,98,105,2170.27,343,Medium
METRO-0590,Delhi,49.89,76,3460,98,75,84,94,32,75,2956.07,289,High
METRO-0591,Kolkata,37.92,68,839,14,50,35,99,57,58,2318.82,118,Medium
METRO-0592,Delhi,48.57,43,609,17,22,1,55,3,77,3692.05,191,Low
METRO-0593,Delhi,39.57,5,693,48,50,28,60,46,75,3859.66,63,Medium
METRO-0594,Kolkata,48.2,46,2627,46,70,74,36,92,107,4549.72,341,Medium
METRO-0595,Hyderabad,35.66,81,3767,1,45,24,4,67,39,1940.08,60,Low
METRO-0596,Delhi,4.91,90,854,4,93,22,68,96,37,4911.2,136,Medium
METRO-0597,Kolkata,20.69,9,1562,36,60,52,5,55,111,4085.83,89,Low
METRO-0598,Chennai,32.68,16,4159,5,15,63,19,66,31,1357.15,18,Low
METRO-0599,Bangalore,18.19,33,4541,41,59,77,69,79,66,2761.05,234,Medium
METRO-0600,Bangalore,14.4,7,3102,50,31,75,27,53,109,2033.61,172,Medium
METRO-0601,Delhi,29.29,65,204,82,40,74,75,91,58,2806.1,231,High
METRO-0602,Hyderabad,46.74,55,1692,15,59,3,32,73,93,1896.78,267,Low
METRO-0603,Hyderabad,2.71,40,4983,75,20,73,13,51,89,1592.93,81,Medium
METRO-0604,Chennai,38.69,79,3852,87,67,12,31,16,88,3838.91,166,Medium
METRO-0605,Delhi,36.41,94,3922,72,6,28,35,84,102,2822.97,136,Medium
METRO-0606,Bangalore,48.23,6,2942,66,90,20,21,63,52,2974.04,314,Medium
METRO-0607,Hyderabad,46.6,33,492,80,69,97,93,55,31,2410.57,101,High
METRO-0608,Delhi,38.35,45,2132,29,19,7,64,18,78,4602.89,171,Low
METRO-0609,Hyderabad,26.5,33,4413,26,43,97,11,82,57,712.27,290,Medium
METRO-0610,Kolkata,11.01,68,2300,87,43,7,53,92,79,4027.31,100,Medium
METRO-0611,Hyderabad,27.72,62,789,41,11,92,5,89,99,4129.52,186,Medium
METRO-0612,Bangalore,38.5,87,4907,63,58,83,13,43,49,2262.94,173,Medium
METRO-0613,Mumbai,44.89,14,1760,49,77,38,80,0,71,808.45,233,Medium
METRO-0614,Chennai,39.7,15,3846,38,33,80,31,73,85,4023.38,339,Medium
METRO-0615,Chennai,10.57,11,4062,6,43,38,98,56,41,2528.22,108,Medium
METRO-0616,Bangalore,30.38,81,1502,72,80,91,59,22,31,3286.95,336,Medium
METRO-0617,Hyderabad,17.28,65,2772,15,39,52,48,78,74,4119.18,39,Medium
METRO-0618,Delhi,1.45,70,4024,55,83,69,23,39,32,1249.73,249,Medium
METRO-0619,Hyderabad,10.81,98,4287,10,1,36,38,64,62,2145.87,195,Low
METRO-0620,Bangalore,6.55,90,3352,8,60,94,66,37,65,3615.99,364,Medium
METRO-0621,Chennai,42.29,57,3449,0,20,70,79,19,119,2041.53,65,Medium
METRO-0622,Hyderabad,13.67,69,3430,43,11,44,23,50,97,2162.67,201,Low
METRO-0623,Chennai,14.95,31,2449,34,76,31,79,83,59,3842.16,330,Medium
METRO-0624,Delhi,48.04,11,4683,83,64,30,73,22,83,3854.7,335,Medium
