Supplier_ID,Supplier_Name,Location,Material_Type,Lead_Time (days),Historical_Delay (days),Quality_Rating (1-5),Avg_Cost_per_Unit (INR),Financial_Stability_Score,Past_Contract_Failures,Alternative_Suppliers,Climate_Risk,Delivery_Mode,Reliability_Score (0-1),Geo_Proximity (km),Inventory_Buffer_Level
S222,Supplier_222,Chennai,Concrete,14,2,4.2,6403,5.3,1,"S2113, S1646",Low,Ship,0.89,56,Medium
S223,Supplier_223,Mumbai,Concrete,13,9,4.8,7544,7.9,2,"S4295, S4027",Low,Ship,0.91,23,Medium
S224,Supplier_224,Delhi,Steel,19,2,5.0,3760,7.5,0,"S953, S1295",Medium,Ship,0.97,27,Medium
S225,Supplier_225,Mumbai,Steel,20,4,4.2,9698,6.4,2,"S9164, S8082",High,Road,1.0,97,High
S226,Supplier_226,Kolkata,Wood,25,2,3.3,7972,6.5,1,"S8958, S1722",High,Ship,0.79,21,High
S227,Supplier_227,Mumbai,Cement,5,10,4.3,7967,5.3,3,"S9244, S9647",Medium,Air,0.84,87,Low
S228,Supplier_228,Bangalore,Steel,14,9,5.0,5816,6.2,2,"S3755, S7281",Medium,Road,0.71,16,Medium
S229,Supplier_229,Hyderabad,Concrete,29,5,3.7,7650,6.6,1,"S1988, S9066",High,Rail,0.76,38,High
S230,Supplier_230,Chennai,Bricks,18,9,3.3,6716,5.8,2,"S11440, S14541",High,Rail,0.84,92,Medium
S231,Supplier_231,Kolkata,Concrete,18,2,4.8,6113,7.2,2,"S1573, S11657",High,Ship,0.83,29,Low
S232,Supplier_232,Bangalore,Cement,16,4,3.5,8515,9.5,0,"S4241, S11384",High,Ship,0.78,10,High
S233,Supplier_233,Bangalore,Bricks,18,10,4.3,4237,7.4,1,"S3291, S7985",High,Air,0.82,63,Low
S234,Supplier_234,Kolkata,Concrete,12,1,4.2,4306,7.5,2,"S5373, S6722",High,Ship,0.86,87,Medium
S235,Supplier_235,Mumbai,Bricks,28,1,3.6,8480,5.6,2,"S9490, S13542",High,Rail,0.9,78,Medium
S236,Supplier_236,Bangalore,Glass,20,1,4.4,4448,9.9,3,"S10402, S8469",Low,Road,0.75,39,High
S237,Supplier_237,Kolkata,Steel,5,5,4.6,9419,6.4,1,"S14473, S9589",Medium,Air,0.84,85,Low
S238,Supplier_238,Chennai,Steel,17,4,3.3,2196,7.0,2,"S8650, S7019",Low,Air,0.93,37,High
S239,Supplier_239,Hyderabad,Bricks,30,4,3.9,7841,6.9,1,"S532, S11913",High,Air,0.88,90,High
S240,Supplier_240,Hyderabad,Glass,5,10,4.6,5535,6.1,0,"S9743, S14247",High,Air,0.81,31,Low
S241,Supplier_241,Bangalore,Wood,18,1,3.3,2590,9.3,1,"S14871, S6710",Medium,Road,0.89,87,Medium
S242,Supplier_242,Bangalore,Glass,5,3,4.8,8466,8.1,2,"S2662, S3075",Medium,Air,0.9,37,High
S243,Supplier_243,Hyderabad,Wood,21,2,4.5,2669,6.0,3,"S1824, S6122",Medium,Air,0.94,45,Medium
S244,Supplier_244,Kolkata,Glass,14,8,3.6,2295,6.3,1,"S13977, S10508",High,Rail,0.8,71,High
S245,Supplier_245,Mumbai,Steel,7,9,3.2,7033,6.9,0,"S6306, S2112",High,Ship,0.75,21,Medium
S246,Supplier_246,Delhi,Wood,12,2,3.2,7677,10.0,0,"S14726, S13930",Low,Ship,0.94,31,Medium
S247,Supplier_247,Bangalore,Cement,26,10,5.0,5416,9.9,0,"S3436, S712",Medium,Ship,0.83,100,Medium
S248,Supplier_248,Bangalore,Glass,24,1,3.7,4071,8.8,3,"S8768, S5414",High,Rail,0.82,21,High
S249,Supplier_249,Mumbai,Steel,23,1,3.9,5450,7.1,1,"S6939, S2994",High,Air,0.99,69,Low
S250,Supplier_250,Mumbai,Glass,11,2,3.4,7390,9.8,3,"S8662, S8108",High,Air,0.99,22,Low
S251,Supplier_251,Hyderabad,Cement,29,8,3.6,2442,7.8,0,"S5131, S10311",Low,Road,0.82,72,Low
S252,Supplier_252,Mumbai,Bricks,28,6,4.0,5351,6.6,2,"S12325, S5083",Low,Ship,0.76,22,Low
S253,Supplier_253,Hyderabad,Glass,29,7,4.8,3979,6.4,0,"S11706, S7407",High,Air,0.84,12,High
S254,Supplier_254,Kolkata,Cement,14,8,3.4,8329,8.2,3,"S13088, S6994",Low,Road,0.78,89,Medium
S255,Supplier_255,Kolkata,Bricks,16,6,4.6,6025,9.1,2,"S3561, S11976",Medium,Ship,0.82,85,Medium
S256,Supplier_256,Hyderabad,Wood,5,8,3.9,7047,6.8,3,"S14992, S9323",High,Rail,0.79,37,High
S257,Supplier_257,Delhi,Bricks,27,7,4.2,9265,7.9,0,"S10991, S13267",Medium,Ship,0.83,13,Low
S258,Supplier_258,Mumbai,Glass,16,3,3.5,3528,8.1,1,"S9754, S7511",Medium,Rail,0.73,84,Medium
S259,Supplier_259,Bangalore,Steel,13,8,4.9,8256,5.5,0,"S737, S14568",Low,Air,0.71,93,High
S260,Supplier_260,Chennai,Wood,18,3,3.5,2530,5.5,2,"S12465, S3227",Low,Road,0.96,72,Medium
S261,Supplier_261,Mumbai,Wood,8,8,4.3,8262,9.2,3,"S9707, S9582",High,Rail,0.83,39,Medium
S262,Supplier_262,Hyderabad,Cement,24,5,4.0,6899,6.5,3,"S11326, S3555",Low,Road,0.82,90,Low
S263,Supplier_263,Hyderabad,Cement,21,1,5.0,7713,9.3,1,"S038, S5374",Medium,Road,0.94,13,High
S264,Supplier_264,Hyderabad,Concrete,22,0,4.4,8987,5.4,1,"S8731, S418",High,Rail,0.9,90,Medium
S265,Supplier_265,Kolkata,Bricks,30,1,3.7,2592,5.9,0,"S12118, S5001",High,Rail,0.84,15,Low
S266,Supplier_266,Kolkata,Steel,12,8,4.0,4865,9.1,2,"S8369, S10155",Medium,Rail,0.84,52,High
S267,Supplier_267,Bangalore,Steel,15,8,4.2,3930,7.7,3,"S2218, S2647",Medium,Road,0.71,88,Medium
S268,Supplier_268,Hyderabad,Wood,12,0,3.7,9622,7.7,1,"S3358, S14485",High,Air,0.93,17,Low
S269,Supplier_269,Bangalore,Cement,23,6,4.2,6945,8.0,0,"S9082, S553",Low,Ship,0.87,19,Medium
S270,Supplier_270,Delhi,Glass,6,2,4.6,6059,8.1,2,"S14935, S3384",Medium,Ship,0.94,33,Medium
S271,Supplier_271,Delhi,Wood,11,4,5.0,8997,6.0,2,"S6043, S2082",High,Road,0.91,23,High
S272,Supplier_272,Bangalore,Glass,10,3,3.1,6526,7.4,3,"S6519, S5910",Medium,Rail,0.79,61,Medium
S273,Supplier_273,Bangalore,Cement,8,1,3.4,5505,8.7,1,"S13945, S10145",Medium,Road,0.99,92,High
S274,Supplier_274,Mumbai,Steel,21,4,3.5,3933,6.7,0,"S8388, S1940",High,Rail,0.76,25,Medium
S275,Supplier_275,Hyderabad,Cement,16,1,3.7,2286,9.5,3,"S1733, S14469",Low,Rail,0.73,14,Medium
S276,Supplier_276,Chennai,Bricks,26,10,3.5,4341,8.6,3,"S11220, S1498",Low,Rail,0.83,71,High
S277,Supplier_277,Chennai,Concrete,27,0,4.8,5787,7.8,1,"S878, S10760",High,Air,0.71,55,High
S278,Supplier_278,Hyderabad,Steel,22,6,5.0,4860,7.4,2,"S7291, S9348",Medium,Ship,0.87,92,Medium
S279,Supplier_279,Kolkata,Concrete,16,0,4.6,8844,8.6,1,"S14476, S8738",High,Road,0.95,49,High
S280,Supplier_280,Kolkata,Wood,12,4,3.6,2779,8.8,0,"S7942, S11909",High,Road,0.99,10,High
S281,Supplier_281,Mumbai,Cement,22,8,4.0,5254,8.6,0,"S7799, S2810",High,Road,0.72,84,High
S282,Supplier_282,Chennai,Steel,29,3,3.7,5519,8.7,0,"S1034, S5891",Low,Air,0.9,72,Low
S283,Supplier_283,Delhi,Steel,22,7,3.4,3899,9.9,1,"S3243, S9404",Medium,Ship,0.71,52,Low
S284,Supplier_284,Chennai,Glass,21,7,3.9,9695,9.6,1,"S4005, S9874",High,Rail,0.89,30,Medium
S285,Supplier_285,Chennai,Steel,12,9,4.3,9140,9.9,0,"S14244, S4439",Low,Rail,0.91,98,Low
S286,Supplier_286,Bangalore,Concrete,14,2,4.2,8506,8.8,0,"S9036, S5616",Medium,Ship,0.99,60,High
S287,Supplier_287,Chennai,Wood,11,3,4.0,3344,6.4,0,"S11472, S1150",Low,Rail,0.72,95,Medium
S288,Supplier_288,Mumbai,Wood,8,3,3.8,6427,7.5,0,"S5021, S8141",Low,Rail,0.85,27,Low
S289,Supplier_289,Bangalore,Concrete,22,8,3.6,3227,8.6,2,"S14876, S3570",Low,Ship,0.87,21,Low
S290,Supplier_290,Delhi,Concrete,12,4,3.8,5786,5.9,2,"S13755, S7850",High,Rail,0.96,41,Medium
S291,Supplier_291,Bangalore,Bricks,19,6,4.5,9393,8.1,1,"S8756, S4026",Medium,Road,0.93,26,High
S292,Supplier_292,Delhi,Wood,13,0,3.2,8612,8.4,2,"S12962, S14837",High,Air,0.72,28,Low
S293,Supplier_293,Bangalore,Concrete,11,1,4.8,2396,6.8,1,"S4762, S6717",Low,Rail,1.0,44,High
S294,Supplier_294,Chennai,Concrete,19,5,3.8,3234,8.7,3,"S10241, S2518",Low,Ship,0.88,97,Low
S295,Supplier_295,Mumbai,Cement,19,5,3.2,3799,8.6,2,"S2308, S11013",Medium,Road,0.83,77,High
S296,Supplier_296,Bangalore,Glass,20,9,4.3,6151,7.7,2,"S452, S3886",High,Ship,0.82,59,High
S297,Supplier_297,Hyderabad,Glass,19,8,4.5,6988,8.9,1,"S12096, S3656",High,Air,0.9,77,Low
S298,Supplier_298,Bangalore,Bricks,29,0,3.4,2993,5.7,1,"S6941, S10039",Medium,Road,0.85,13,Medium
S299,Supplier_299,Hyderabad,Steel,16,9,4.8,6105,8.6,0,"S3196, S1268",High,Road,0.77,46,Medium
S300,Supplier_300,Mumbai,Concrete,25,9,4.4,3634,9.9,0,"S7076, S8532",Low,Ship,0.91,70,High
S301,Supplier_301,Kolkata,Cement,23,6,3.7,8663,9.1,2,"S11580, S13562",Medium,Rail,0.77,93,High
S302,Supplier_302,Kolkata,Cement,15,9,4.7,4210,7.8,3,"S10070, S10956",Low,Rail,0.85,78,High
S303,Supplier_303,Hyderabad,Wood,15,7,4.1,2592,6.9,3,"S12128, S5488",Medium,Air,1.0,47,High
S304,Supplier_304,Bangalore,Steel,11,9,4.2,8626,6.8,3,"S9107, S2114",Low,Ship,0.75,12,Low
S305,Supplier_305,Mumbai,Concrete,29,7,4.8,4789,9.8,2,"S353, S12228",High,Ship,0.83,34,Medium
S306,Supplier_306,Mumbai,Bricks,11,6,4.8,4364,9.4,1,"S8236, S5816",Medium,Ship,0.83,54,Low
S307,Supplier_307,Bangalore,Bricks,26,4,3.6,4375,6.7,2,"S8028, S14261",High,Ship,0.79,25,Medium
S308,Supplier_308,Chennai,Cement,8,9,3.7,3980,5.5,3,"S2675, S14448",Low,Air,0.78,60,High
S309,Supplier_309,Chennai,Glass,27,4,4.7,5767,8.9,1,"S3294, S2840",Medium,Rail,0.98,23,Medium
S310,Supplier_310,Kolkata,Glass,26,2,4.4,3258,5.9,1,"S6417, S9506",High,Road,0.94,91,High
S311,Supplier_311,Mumbai,Glass,8,0,3.2,4500,8.8,3,"S611, S2613",High,Air,0.97,61,Low
S312,Supplier_312,Chennai,Bricks,5,5,3.8,9582,9.7,2,"S2426, S3499",Low,Rail,0.99,25,High
S313,Supplier_313,Bangalore,Wood,26,2,4.3,9255,6.7,2,"S6601, S1614",Low,Air,0.92,36,Low
S314,Supplier_314,Delhi,Bricks,29,0,3.2,9854,6.6,0,"S7862, S821",High,Road,0.98,71,Low
S315,Supplier_315,Kolkata,Wood,20,9,4.7,2562,9.9,2,"S3115, S9273",Medium,Road,0.97,29,Medium
S316,Supplier_316,Kolkata,Steel,21,6,4.8,2378,6.5,3,"S10821, S7415",Medium,Road,0.9,26,Medium
S317,Supplier_317,Delhi,Bricks,18,5,3.3,5322,8.2,2,"S1819, S10982",Low,Air,0.96,68,High
S318,Supplier_318,Hyderabad,Cement,29,0,4.0,9432,8.5,1,"S1321, S3321",Medium,Air,0.76,68,Medium
S319,Supplier_319,Hyderabad,Steel,17,5,3.3,8714,9.9,3,"S13881, S8687",Low,Rail,0.91,67,High
S320,Supplier_320,Chennai,Wood,28,4,4.8,8452,9.7,2,"S11712, S14107",Medium,Ship,0.84,26,Low
S321,Supplier_321,Bangalore,Cement,7,6,4.3,2014,6.4,2,"S3306, S8658",Medium,Road,0.77,81,Medium
S322,Supplier_322,Hyderabad,Cement,29,7,3.6,4280,8.7,1,"S5681, S4634",Low,Ship,0.84,55,Medium
S323,Supplier_323,Chennai,Glass,5,8,5.0,6882,9.9,0,"S5175, S11315",Medium,Air,0.9,25,Low
S324,Supplier_324,Chennai,Glass,28,10,4.5,5760,6.9,1,"S8662, S6803",Medium,Road,0.84,22,Low
S325,Supplier_325,Chennai,Cement,19,1,4.4,8765,7.6,2,"S2270, S4242",High,Air,0.93,75,Low
S326,Supplier_326,Kolkata,Steel,6,7,3.9,4356,6.0,1,"S230, S8683",Medium,Road,0.76,56,Low
S327,Supplier_327,Mumbai,Cement,27,0,3.4,3662,8.9,3,"S8670, S11269",Medium,Road,0.93,63,Low
S328,Supplier_328,Bangalore,Wood,15,2,3.5,7456,9.9,1,"S9579, S6911",Medium,Ship,0.72,95,Low
S329,Supplier_329,Bangalore,Concrete,26,4,4.6,2260,6.8,2,"S14806, S11639",Medium,Air,0.97,50,Low
S330,Supplier_330,Mumbai,Concrete,30,4,3.1,8842,6.6,0,"S8813, S11028",Medium,Rail,0.75,87,Low
S331,Supplier_331,Chennai,Glass,28,10,3.5,4376,7.8,1,"S9178, S5285",High,Air,0.9,80,Low
S332,Supplier_332,Bangalore,Glass,26,4,4.6,7778,8.1,2,"S2778, S350",High,Ship,0.87,96,High
S333,Supplier_333,Hyderabad,Glass,19,5,4.6,5522,8.5,3,"S9723, S6072",High,Air,0.98,46,Medium
S334,Supplier_334,Kolkata,Cement,24,10,4.9,2196,8.7,3,"S898, S12607",High,Rail,0.88,45,Medium
S335,Supplier_335,Hyderabad,Steel,28,7,3.7,2857,8.1,3,"S6366, S11871",Low,Rail,0.89,97,Low
S336,Supplier_336,Hyderabad,Concrete,23,3,4.7,3926,7.3,0,"S11862, S9826",Medium,Road,0.82,17,Medium
S337,Supplier_337,Bangalore,Bricks,11,5,4.0,4582,8.2,0,"S11654, S1001",Low,Ship,0.78,29,High
S338,Supplier_338,Kolkata,Cement,13,2,3.5,9421,6.0,3,"S8400, S2709",Low,Rail,0.89,72,Medium
S339,Supplier_339,Bangalore,Wood,16,0,4.8,6980,6.5,0,"S11032, S7974",High,Ship,0.74,41,Medium
S340,Supplier_340,Delhi,Concrete,27,0,4.8,5081,8.9,0,"S4630, S6625",High,Rail,0.85,52,Medium
S341,Supplier_341,Chennai,Steel,10,6,4.8,4286,7.9,2,"S8575, S5174",Low,Air,0.91,80,Medium
S342,Supplier_342,Kolkata,Wood,20,1,3.4,3653,6.0,2,"S7249, S14325",High,Ship,0.74,41,Low
S343,Supplier_343,Delhi,Wood,27,1,4.5,7895,6.4,3,"S3262, S9288",High,Rail,0.73,82,High
S344,Supplier_344,Chennai,Steel,14,6,4.3,8529,9.6,3,"S6464, S4540",Low,Air,0.85,75,High
S345,Supplier_345,Bangalore,Steel,28,0,4.8,3783,7.9,3,"S809, S8126",Low,Ship,0.97,89,High
S346,Supplier_346,Chennai,Cement,23,7,3.7,8993,6.1,0,"S004, S5486",Low,Air,0.79,11,High
S347,Supplier_347,Mumbai,Steel,16,5,4.4,3421,6.2,2,"S11071, S9862",Low,Road,0.87,33,High
S348,Supplier_348,Kolkata,Concrete,13,6,3.8,4146,9.8,0,"S391, S12677",Medium,Air,0.95,62,High
S349,Supplier_349,Delhi,Steel,16,7,3.3,4150,9.2,1,"S9655, S9384",Medium,Air,0.86,93,Low
S350,Supplier_350,Bangalore,Wood,5,10,3.3,6200,7.0,1,"S12939, S722",High,Rail,0.88,68,Medium
S351,Supplier_351,Chennai,Steel,7,7,4.8,5714,9.3,2,"S5366, S611",High,Ship,0.85,44,Medium
S352,Supplier_352,Delhi,Cement,14,8,3.7,2207,9.9,2,"S13304, S12590",High,Air,0.77,83,High
S353,Supplier_353,Kolkata,Concrete,18,10,3.1,5773,9.3,3,"S2709, S11148",Medium,Air,0.71,50,High
S354,Supplier_354,Mumbai,Concrete,17,4,4.2,9823,8.4,3,"S6334, S14801",High,Ship,0.94,60,High
S355,Supplier_355,Kolkata,Concrete,11,6,3.5,2877,5.0,0,"S11580, S12423",Low,Road,0.95,69,High
S356,Supplier_356,Mumbai,Cement,9,7,4.8,6358,8.7,1,"S8846, S3728",High,Rail,0.96,12,Medium
S357,Supplier_357,Chennai,Glass,26,5,3.5,6258,9.4,2,"S2300, S5212",Low,Air,0.73,14,High
S358,Supplier_358,Bangalore,Bricks,30,1,4.0,2398,7.8,0,"S9236, S13993",Low,Rail,0.93,14,High
S359,Supplier_359,Bangalore,Wood,10,8,3.3,9854,8.4,2,"S3803, S10921",Low,Road,0.78,85,Medium
S360,Supplier_360,Bangalore,Bricks,5,4,3.8,6772,8.9,3,"S13107, S13620",High,Rail,0.89,10,Medium
S361,Supplier_361,Mumbai,Steel,29,6,3.1,4886,7.5,1,"S10516, S12374",High,Rail,0.89,44,High
S362,Supplier_362,Chennai,Glass,23,6,4.0,4058,7.0,0,"S8726, S1258",High,Rail,0.85,98,Medium
S363,Supplier_363,Bangalore,Steel,7,7,3.3,9139,6.3,2,"S11896, S8776",High,Air,0.96,67,Medium
S364,Supplier_364,Delhi,Wood,27,5,3.5,7057,6.0,3,"S6778, S13964",Low,Ship,0.73,98,Low
S365,Supplier_365,Kolkata,Cement,5,6,4.2,9877,8.5,3,"S7762, S13613",High,Air,0.75,61,Medium
S366,Supplier_366,Delhi,Concrete,7,1,3.0,4326,9.8,3,"S7318, S14454",Low,Road,0.89,46,High
S367,Supplier_367,Hyderabad,Concrete,13,3,3.7,2100,5.2,2,"S2344, S13065",High,Air,0.82,65,Medium
S368,Supplier_368,Delhi,Steel,30,6,4.6,9133,6.4,2,"S9951, S7320",High,Rail,0.95,90,Low
S369,Supplier_369,Delhi,Steel,5,9,4.8,7835,9.2,3,"S4776, S1019",Low,Air,0.88,89,High
S370,Supplier_370,Chennai,Steel,18,9,5.0,2916,6.1,1,"S11378, S7863",Medium,Ship,0.8,27,Medium
S371,Supplier_371,Kolkata,Steel,30,9,3.9,3209,6.2,2,"S3764, S5906",Medium,Ship,0.87,49,High
S372,Supplier_372,Chennai,Glass,18,8,4.0,7560,6.7,1,"S10491, S4403",High,Air,0.97,19,Medium
S373,Supplier_373,Mumbai,Wood,7,10,3.0,7178,9.9,1,"S9964, S5265",Medium,Ship,0.95,98,Medium
S374,Supplier_374,Mumbai,Cement,9,1,4.1,9263,8.6,3,"S13458, S1476",Low,Air,0.88,19,Low
S375,Supplier_375,Kolkata,Cement,23,9,4.6,3606,7.4,3,"S7711, S5463",High,Air,0.82,16,Low
S376,Supplier_376,Kolkata,Bricks,23,5,3.4,5805,7.1,1,"S11817, S2357",Medium,Rail,0.75,26,Medium
S377,Supplier_377,Mumbai,Cement,14,0,3.0,3308,7.8,0,"S14166, S10661",Low,Air,0.88,90,Medium
S378,Supplier_378,Kolkata,Steel,5,2,3.2,2382,8.4,1,"S9222, S8514",Medium,Road,0.72,81,Medium
S379,Supplier_379,Bangalore,Steel,16,2,4.2,6987,6.6,1,"S3981, S8492",Medium,Rail,0.82,61,Low
S380,Supplier_380,Mumbai,Cement,25,0,4.1,3325,8.0,1,"S14188, S3473",Medium,Ship,0.9,76,High
S381,Supplier_381,Bangalore,Wood,5,3,3.6,4008,7.7,3,"S13755, S7858",Medium,Air,0.87,17,Medium
S382,Supplier_382,Hyderabad,Steel,10,2,4.3,9847,6.1,3,"S12946, S14585",Medium,Ship,0.94,24,Medium
S383,Supplier_383,Delhi,Bricks,29,6,3.8,8726,5.3,3,"S13917, S4376",Low,Air,0.73,19,High
S384,Supplier_384,Chennai,Bricks,17,10,4.4,2861,9.8,0,"S2593, S7876",Low,Road,0.7,89,High
S385,Supplier_385,Mumbai,Glass,23,9,4.3,3797,6.1,3,"S7965, S1242",Medium,Road,0.76,86,Low
S386,Supplier_386,Hyderabad,Cement,27,8,3.4,7197,9.3,0,"S10708, S10613",Low,Rail,0.74,41,Medium
S387,Supplier_387,Hyderabad,Bricks,20,7,3.3,2135,8.8,3,"S13795, S11023",Medium,Road,1.0,19,Low
S388,Supplier_388,Kolkata,Concrete,19,3,5.0,5788,9.4,0,"S13422, S4181",High,Road,0.79,98,Medium
S389,Supplier_389,Delhi,Concrete,20,7,4.7,3822,9.4,2,"S14775, S12378",High,Ship,0.93,100,Low
S390,Supplier_390,Bangalore,Wood,11,0,4.9,2689,9.7,2,"S12159, S7211",Medium,Ship,0.75,72,High
S391,Supplier_391,Mumbai,Cement,8,7,3.8,9700,9.4,0,"S3882, S4640",High,Ship,0.78,19,Medium
S392,Supplier_392,Kolkata,Glass,24,10,3.0,8100,5.2,3,"S9897, S6552",Medium,Rail,0.96,32,High
S393,Supplier_393,Bangalore,Glass,9,4,3.6,8024,6.0,1,"S10605, S2975",Medium,Ship,0.89,55,Low
S394,Supplier_394,Chennai,Steel,5,4,4.7,4143,6.0,0,"S1903, S9416",Low,Air,0.82,36,Medium
S395,Supplier_395,Bangalore,Concrete,16,8,3.0,6334,5.5,0,"S4655, S10084",Low,Ship,0.85,81,Low
S396,Supplier_396,Mumbai,Cement,30,7,3.4,8331,8.5,3,"S3138, S10763",High,Road,0.83,82,Low
S397,Supplier_397,Delhi,Concrete,23,9,4.6,5600,7.6,0,"S4220, S3296",Medium,Ship,0.97,73,High
S398,Supplier_398,Hyderabad,Wood,25,2,3.8,8068,9.6,2,"S1684, S6533",High,Road,0.81,40,Medium
S399,Supplier_399,Hyderabad,Concrete,14,1,3.4,6073,6.8,3,"S6174, S10650",Medium,Air,0.71,53,Low
S400,Supplier_400,Delhi,Glass,13,9,4.3,9422,6.8,2,"S10363, S12257",Low,Rail,0.84,24,High
S401,Supplier_401,Bangalore,Steel,28,7,4.9,6078,7.0,2,"S9696, S8021",Medium,Ship,0.71,67,Low
S402,Supplier_402,Delhi,Glass,7,3,4.7,6108,5.6,3,"S14747, S1316",Medium,Rail,0.92,58,Low
S403,Supplier_403,Mumbai,Cement,8,4,4.8,6123,7.5,1,"S5514, S12122",Medium,Road,0.95,35,Medium
S404,Supplier_404,Bangalore,Wood,25,9,3.1,6626,10.0,1,"S6748, S8165",High,Ship,0.91,46,High
S405,Supplier_405,Delhi,Cement,26,9,4.4,9148,8.2,0,"S7820, S14624",High,Rail,0.85,90,Low
S406,Supplier_406,Chennai,Glass,12,3,5.0,5014,5.0,0,"S3118, S13986",High,Air,0.77,72,Low
S407,Supplier_407,Bangalore,Glass,7,10,4.8,2952,7.3,1,"S1811, S1649",High,Air,0.91,66,Medium
S408,Supplier_408,Chennai,Concrete,14,3,3.0,3116,5.4,3,"S11367, S9580",Low,Ship,0.9,72,Medium
S409,Supplier_409,Mumbai,Glass,11,3,4.0,2922,6.6,3,"S8299, S009",Medium,Road,0.93,78,Low
S410,Supplier_410,Bangalore,Concrete,13,9,4.0,8763,9.8,0,"S14520, S11581",Medium,Rail,0.81,50,Medium
S411,Supplier_411,Hyderabad,Steel,8,6,4.3,4570,8.8,1,"S10336, S9332",Medium,Rail,0.89,56,High
S412,Supplier_412,Delhi,Bricks,9,0,3.1,3908,9.7,0,"S3356, S264",High,Air,0.99,73,Low
S413,Supplier_413,Chennai,Cement,21,7,4.6,7307,7.8,1,"S4495, S7121",High,Ship,0.96,49,Low
S414,Supplier_414,Kolkata,Wood,8,9,3.3,9157,8.6,1,"S1635, S7916",Medium,Rail,0.91,95,Low
S415,Supplier_415,Bangalore,Steel,22,8,5.0,8536,5.4,2,"S12380, S2416",High,Ship,0.81,70,Medium
S416,Supplier_416,Bangalore,Concrete,18,9,3.8,4044,5.3,1,"S1754, S10870",Low,Road,0.7,69,Medium
S417,Supplier_417,Delhi,Cement,24,2,4.0,2787,8.4,1,"S4923, S8016",High,Rail,0.98,25,Medium
S418,Supplier_418,Delhi,Wood,7,2,4.2,2032,8.5,1,"S7690, S9878",High,Rail,1.0,71,High
S419,Supplier_419,Kolkata,Cement,25,4,4.1,9060,9.7,3,"S10433, S3570",Medium,Ship,0.95,51,High
S420,Supplier_420,Kolkata,Steel,19,0,4.8,8519,7.0,2,"S5134, S11325",Low,Rail,0.98,48,Medium
S421,Supplier_421,Delhi,Glass,7,3,5.0,9014,5.2,2,"S3986, S4490",Medium,Air,0.93,48,Low
S422,Supplier_422,Bangalore,Bricks,9,8,3.2,4978,8.5,3,"S3928, S13551",High,Ship,0.77,51,Low
S423,Supplier_423,Delhi,Steel,8,9,4.8,7206,7.0,3,"S10485, S6620",High,Rail,0.78,17,Medium
S424,Supplier_424,Chennai,Cement,30,0,3.0,4414,5.2,0,"S7683, S9180",Medium,Ship,0.89,22,High
S425,Supplier_425,Hyderabad,Glass,12,5,5.0,8321,9.4,1,"S14336, S1832",Medium,Air,0.85,81,Medium
S426,Supplier_426,Hyderabad,Steel,30,4,4.9,3267,6.8,1,"S9123, S2381",High,Road,0.74,86,Low
S427,Supplier_427,Hyderabad,Wood,23,4,4.9,7853,9.4,2,"S1449, S5626",Low,Air,0.8,61,Low
S428,Supplier_428,Hyderabad,Wood,15,7,3.4,6689,8.4,0,"S2976, S2843",High,Road,0.9,25,Low
S429,Supplier_429,Bangalore,Bricks,16,3,4.0,9991,9.6,2,"S11493, S3961",Medium,Ship,0.87,10,Low
S430,Supplier_430,Bangalore,Bricks,16,3,4.7,4848,8.0,0,"S2807, S10573",High,Rail,0.94,93,Low
S431,Supplier_431,Bangalore,Concrete,24,7,3.9,8571,5.2,1,"S4305, S12403",Low,Air,0.78,71,Low
S432,Supplier_432,Kolkata,Wood,8,3,4.3,8165,6.7,2,"S14078, S2534",Medium,Rail,0.82,60,High
S433,Supplier_433,Delhi,Steel,8,10,4.0,5592,6.9,0,"S8438, S7162",Low,Air,0.92,81,Low
S434,Supplier_434,Mumbai,Bricks,22,3,4.3,8709,7.8,1,"S7154, S11201",Low,Rail,0.95,96,Low
S435,Supplier_435,Mumbai,Cement,6,3,3.9,6576,6.0,0,"S945, S3166",Low,Air,0.74,16,Low
S436,Supplier_436,Hyderabad,Wood,6,10,3.4,8451,7.2,3,"S10431, S14424",Low,Road,0.84,20,High
S437,Supplier_437,Delhi,Concrete,28,6,3.9,6965,7.6,2,"S10104, S6790",Low,Ship,0.89,75,Low
S438,Supplier_438,Hyderabad,Bricks,7,5,3.9,4208,7.4,0,"S4473, S4302",High,Road,0.87,21,Medium
S439,Supplier_439,Chennai,Wood,15,4,4.1,5250,8.3,1,"S14989, S8249",High,Ship,0.7,81,High
S440,Supplier_440,Delhi,Glass,26,3,3.2,6637,10.0,1,"S13041, S13776",Low,Rail,0.98,44,High
S441,Supplier_441,Mumbai,Concrete,27,4,3.0,6285,6.3,0,"S12019, S046",Medium,Air,0.9,10,High
S442,Supplier_442,Chennai,Steel,13,4,3.3,6931,5.9,0,"S13488, S12340",High,Rail,0.95,34,High
S443,Supplier_443,Hyderabad,Glass,13,6,3.3,9677,8.0,2,"S5151, S9469",Low,Ship,0.96,69,Low
S444,Supplier_444,Chennai,Bricks,20,3,4.3,5893,6.4,3,"S12936, S010",Low,Rail,0.85,56,Low
S445,Supplier_445,Hyderabad,Concrete,9,4,3.4,5343,6.8,0,"S7269, S2285",Low,Road,0.91,49,Medium
